doi,location,geocode,latitude,longitude
10.1029/2003GL019300,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1007/s00382-016-3049-z,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.5194/tc-12-1157-2018,Canadian Sea,"Canadian Service Rd, Sea Island, Richmond, Metro Vancouver Regional District, British Columbia, V7B 0X0, Canada",49.1979614,-123.1571297
10.1038/srep22130,Asia,Asia,51.2086975,89.2343748
10.1007/s00382-014-2199-0,South America,South America,-21.0002179,-61.0006565
10.1155/2014/620410,Korea,대한민국,36.638392,127.6961188
10.1038/s41598-019-45753-4,Mt. Etna,"Mount Etna, Huntington County, Indiana, United States",40.7425444,-85.5619208
10.2112/JCOASTRES-D-15-00202.1,the Persian Gulf,"خلیج فارس, شهر بیرجند, بخش مرکزی, شهرستان بیرجند, استان خراسان جنوبی, ۸۱۷, ایران",32.8640733,59.2551129
10.5194/nhess-19-441-2019,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.3390/ijgi4042542,United States,United States,39.7837304,-100.445882
10.1038/s41893-019-0453-5,US,United States,39.7837304,-100.445882
10.1002/2016GL070137,the North Pole,"The North Pole, 189-190, New North Road, Canonbury, London Borough of Islington, London, Greater London, England, N1 7BJ, United Kingdom",51.53747,-0.091168
10.1016/j.rse.2017.11.021,MARS,"Mars, Tournon-sur-Rhône, Ardèche, Auvergne-Rhône-Alpes, France métropolitaine, 07320, France",45.00873155,4.328378136
10.1016/S0034-4257(02)00075-5,Africa,Africa,11.5024338,17.7578122
10.1002/2014JC009857,the Arabian Sea,"Auxiliary Building, Arabian Sea Drive, Seaview Gardens, Kingston, Saint Andrew, Surrey County, KGN11, Jamaica",18.0039388,-76.84275985
10.5194/bg-15-7315-2018,the North Sea,"The North Sea, 40, Town Street, Stanningley, Pudsey, Leeds, West Yorkshire, Yorkshire and the Humber, England, LS28 6EZ, United Kingdom",53.8079229,-1.660535496
10.1002/2015WR018414,Luxembourg,Lëtzebuerg,49.8158683,6.1296751
10.1029/2003JD003691,Africa,Africa,11.5024338,17.7578122
10.1038/ngeo2553,Europe,أوروبا,51,10
10.1016/j.jvolgeores.2015.05.014,Quaternary,"庐山国家公园, 牯岭镇, 庐山市, 九江市, 江西省, 中国",29.54343025,116.01876
10.1002/joc.4766,Iran,ایران,32.6475314,54.5643516
10.1016/j.gloplacha.2019.103079,Antarctic Peninsula,Antarctic Peninsula,-65.1,-62.5
10.1175/JCLI-D-19-0439.1,United States,United States,39.7837304,-100.445882
10.5194/hess-23-1067-2019,Brazil,Brasil,-10.3333333,-53.2
10.1007/s00382-019-04979-8,the Arctic Ocean,"Arctic Ocean Drive, Baywood, Brick Township, Ocean County, New Jersey, 08723, United States",40.02648,-74.098288
10.5194/adgeo-45-201-2018,US,United States,39.7837304,-100.445882
10.1177/0959683614565954,Senecio,"Senecio, Villa Parque Los Glaciares, El Calafate, Municipio de El Calafate, Lago Argentino, Santa Cruz, Z9405, Argentina",-50.3453668,-72.2469543
10.1080/01431161.2019.1580790,the Pacific Ocean,"The Beach House Restaurant at Lovers Point, Ocean View Boulevard, Pacific Grove Acres, Pacific Grove, Monterey County, California, 93950-2424, United States",36.6254702,-121.9169366
10.3390/rs10020305,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.1657/1938-4246-45.1.119,Japan,日本,36.5748441,139.2394179
10.1175/JCLI-D-17-0869.1,China,中国,35.000074,104.999927
10.5194/os-10-459-2014,the Caspian Sea,"Caspian Cove, Westmoorings by the Sea, Glencoe, Diego Martin, 110706, Trinidad and Tobago",10.6783307,-61.5607286
10.3390/rs61010002,France,France,46.603354,1.8883335
10.1007/s10040-010-0667-0,Ethiopia,ኢትዮጵያ,10.2116702,38.6521203
10.1002/2015JD024285,China,中国,35.000074,104.999927
10.1007/978-3-030-14118-9_85,India,India,22.3511148,78.6677428
10.5194/bg-16-1629-2019,the North China,"天恆邨 Tin Heng Estate, 天瑞路 Tin Shui Road, 天水圍北 Tin Shui Wai North, 天水圍 Tin Shui Wai, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国",22.46922165,113.9994103
10.1007/978-3-642-25643-1,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1002/2015JC011005,the Arctic Ocean,"Arctic Ocean Drive, Baywood, Brick Township, Ocean County, New Jersey, 08723, United States",40.02648,-74.098288
10.1016/j.rse.2017.11.001,South Sudan,South Sudan,7.8699431,29.6667897
10.1002/2016GL070620,Indonesia,Indonesia,-2.4833826,117.8902853
10.1016/j.dsr.2014.12.003,California,"California, United States",36.7014631,-118.755997
10.1016/j.rse.2019.111426,Eritrea,ኤርትራ Eritrea إرتريا,15.9500319,37.9999668
10.1007/s00382-013-1790-0,Australia,Australia,-24.7761086,134.755
10.15177/seefor.17-05,Central Europe,"Central Europe, Muskogee County, Oklahoma, 74423, United States",35.670119,-95.167241
10.1016/j.jseaes.2019.103904,Himalayas,"Himalayas, Khumjung, Khumbupasanglahmu, सोलुखुम्बु, Province #1, नेपाल",27.985688,86.9163367
10.1007/s00382-017-3631-z,California,"California, United States",36.7014631,-118.755997
10.1016/j.rse.2019.111220,Central Asia,"Central Asia, классический маршрут, Чон-Алайский район, Ошская область, Кыргызстан",39.4009215,72.8676621
10.1093/gji/ggy242,Greenland,Kalaallit Nunaat,77.6192349,-42.8125967
10.1016/j.geoderma.2019.113912,Cover Area,"Cover, Plaza de Cristóbal Colón, Majadahonda, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28220, España",40.4697176,-3.8713934
10.1016/j.gecco.2019.e00545,Portugal,Portugal,40.0332629,-7.8896263
10.1002/2016GL069485,the Banda Sea,"The Banda, 5, Brockley Road, Central, Bexhill-on-Sea, Rother, East Sussex, South East England, England, TN39 3DA, United Kingdom",50.8387551,0.4627063151
10.1016/j.jag.2018.03.008,Mexico,México,23.553557,-102.2675158
10.5194/bg-13-45-2016,Eurasia,"Евразия, набережная Чёрной речки, Выборгская сторона, округ Ланское, Санкт-Петербург, Северо-Западный федеральный округ, 197342, Россия",59.9861519,30.3039291
10.1029/2012JD017540,Amazonia,"Amazon basin, Caapiranga, Região Geográfica Imediata de Manacapuru, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil",-3,-62
10.31857/s0869-607115141-14,Indochina,"Indochina, Kemptener Straße, Kesselberg, Kaufbeuren, Bayern, 87600, Deutschland",47.8792949,10.614024
10.1007/s00015-017-0290-3,Indus River,"Indus River (branch), سکھر, سندھ, پاکستان",27.6862738,68.849237
10.1016/j.jag.2015.11.005,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1002/2014JC009956,the South China Sea,"South China Sea, Tuba, Benguet, Cordillera Administrative Region, 2603, Philippines",16.3818126,120.5656448
10.1016/j.rse.2014.03.016,woodland,"Woodland, Yolo County, California, United States",38.6786109,-121.7733285
10.1021/es202851n,China,中国,35.000074,104.999927
10.3390/rs70100395,Moscow,"Москва, Центральный федеральный округ, Россия",55.7504461,37.6174943
10.1016/j.rse.2019.01.034,the Black Sea,"Black Sea, Loosduinsekade, Oostbroek-Noord, Segbroek, Den Haag, Zuid-Holland, Nederland, 2571CE, Nederland",52.0687719,4.2778376
10.1007/978-981-10-8944-2_139,Guangxi,"广西壮族自治区, 中国",24,109
10.3390/rs8090753,Germany,Deutschland,51.0834196,10.4234469
10.1016/j.catena.2016.04.021,Central Asia,"Central Asia, классический маршрут, Чон-Алайский район, Ошская область, Кыргызстан",39.4009215,72.8676621
10.1175/JHM-D-15-0019.1,California,"California, United States",36.7014631,-118.755997
10.1155/2019/2385310,China,中国,35.000074,104.999927
10.3390/rs8060446,El Nino,"El Niño, Mula, Río Mula, Región de Murcia, 30194, España",38.0463648,-1.5267412
10.1016/j.jmarsys.2016.01.008,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.1080/14498596.2013.857382,Antarctica,Antarctica,-79.4063075,0.3149312
10.1016/j.geog.2017.06.001,Tibet Plateau,"Tibetan Plateau, 尼玛镇, ཉི་མ་རྫོང་ 尼玛县, 那曲市, 西藏自治区, 中国",31.85,87.4
10.1371/journal.pone.0139601,the South Atlantic,"Atlantic, Herman Costerstraat, Transvaalkwartier, Centrum, Den Haag, Zuid-Holland, Nederland, 2571PN, Nederland",52.0628783,4.3005631
10.1002/2016JG003434,Alaska,"Alaska, United States",64.4459613,-149.680909
10.1007/s12040-020-1366-4,Nabro,"Nabro, ዞባ ደቡባዊ ቀይሕ ባሕሪ Southern Red Sea جنوب البحر الأحمر, ኤርትራ Eritrea إرتريا",13.3746817,41.6993147
10.1117/12.2532985,the Arctic Ocean,"Arctic Ocean Drive, Baywood, Brick Township, Ocean County, New Jersey, 08723, United States",40.02648,-74.098288
10.1175/JPO-D-13-064.1,South Atlantic Ocean,South Atlantic Ocean,-45,-15
10.3390/ijgi6110361,Northeast China,"东北, 哈尔滨市, 黑龙江省, 中国",46.4097992,127.6152447
10.1038/nature16946,Southern Asia,"Mall of Asia Arena, Marina Way, Barangay 76, Zone 10, District 1, Pasay, Southern Manila District, Metro Manila, 1300, Philippines",14.53224765,120.9837402
10.1073/pnas.1512542112,A2,"A2, Bürlimoos, Rothenburg, Luzern, 6023, Schweiz/Suisse/Svizzera/Svizra",47.1093507,8.2369163
10.3390/rs70911326,South Korea,대한민국,36.638392,127.6961188
10.1016/j.rsase.2018.04.014,Brazil,Brasil,-10.3333333,-53.2
10.1007/s12040-015-0587-4,Africa,Africa,11.5024338,17.7578122
10.3390/rs10020156,River Basin,"River Basin, East River, Chester District Municipality, Lunenburg County, Nova Scotia, Canada",44.585423,-64.16858091
10.1016/j.rse.2017.08.004,Gaoua,"Gaoua, Poni, Sud-Ouest, Burkina Faso",10.3303342,-3.1795681
10.1007/s41976-018-0001-5,the Southern Ocean,"ocean, Παπαβασιλείου, Νάξος, Δήμος Νάξου και Μικρών Κυκλάδων, Περιφερειακή Ενότητα Νάξου, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, 84300, Ελλάς",37.1034349,25.3748431
10.1080/01431161.2015.1103916,North America,North America,51.0000002,-109
10.1002/joc.5354,the east coast,"Coast, 26-28, Bridlesmith Gate, Lace Market, The Meadows, City of Nottingham, East Midlands, England, NG1 2GR, United Kingdom",52.9525443,-1.1473761
10.5194/bg-13-1787-2016,Taiwan,臺灣,23.9739374,120.9820179
10.1080/01431161.2019.1657605,Sichuan,"四川省, 中国",30.5000001,102.4999999
10.1029/2005JG000087,Canada,Canada,61.0666922,-107.991707
10.1016/j.rse.2017.09.019,Beijing,"北京市, 东城区, 北京市, 100010, 中国",39.906217,116.3912757
10.1016/j.rse.2018.04.053,0.71,"0, CHEMIN DE SANTILLY, 71460, SERCY, Chemin de Santilly, Le Bourg, Sercy, Chalon-sur-Saône, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71460, France",46.6037816,4.6883223
10.1007/s10346-018-1079-9,the Barun River,"Urumea ibaia / Río Urumea, Donostia/San Sebastián, Donostialdea, Gipuzkoa, Euskadi, 20011, España",43.3078509,-1.9655317
10.3390/geosciences9100411,the Carpathian Basin,"Honfoglalási emlékmű, Római út, Kőhegy, Zamárdi, Siófoki járás, Somogy megye, Dél-Dunántúl, Dunántúl, 8621, Magyarország",46.875052,17.9406834
10.1080/10106049.2020.1713229,Egypt,مصر,26.2540493,29.2675469
10.1016/j.rse.2019.111514,US,United States,39.7837304,-100.445882
10.3390/ijgi7040145,China,中国,35.000074,104.999927
10.1007/s00382-007-0349-3,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.5194/ascmo-5-147-2019,North America,North America,51.0000002,-109
10.1371/journal.pone.0178536,awet,"Khor Mal’awēt, بورتسودان, البحر الأحمر, السودان",19.8114,36.2754
10.3390/rs11172005,Northeast China,"东北, 哈尔滨市, 黑龙江省, 中国",46.4097992,127.6152447
10.1038/nclimate2253,US,United States,39.7837304,-100.445882
10.1002/2017JD026964,the United States of America,"The Summit, Guadalupe County, Texas, United States",29.6330078,-97.98859404
10.1080/01431161.2019.1668074,Asia,Asia,51.2086975,89.2343748
10.5194/hess-23-5033-2019,Morocco,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,31.1728205,-7.3362482
10.1007/s12665-016-6235-8,Germany,Deutschland,51.0834196,10.4234469
10.1175/2009EI278.1,Cameroon,Cameroun,4.6125522,13.1535811
10.1002/joc.4705,France,France,46.603354,1.8883335
10.1029/2019RG000660,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.5194/bg-7-2673-2010,North America's,"North America, Joan Sanderson Memorial Bridge, Slimbridge, Stroud, Gloucestershire, South West England, England, GL2 7BT, United Kingdom",51.73995875,-2.408447396
10.1080/08120099.2014.884983,Australia,Australia,-24.7761086,134.755
10.3389/feart.2019.00174,Baltic Sea,Morze Bałtyckie,56,18
10.1029/2010GB003946,Northeast,"Đông Bắc, Việt Nam",21.91253095,106.038266
10.1016/j.rsma.2018.07.003,the Yellow Sea,"Yellow Sea, M. Nομικού, Όρμος Φηρών, Φηρά, Δημοτική Ενότητα Θήρας, Δήμος Θήρας, Περιφερειακή Ενότητα Θήρας, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, 84700, Ελλάς",36.4215633,25.4288642
10.1175/JCLI-D-14-00060.1,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.3390/w11051077,China,中国,35.000074,104.999927
10.1016/j.polar.2016.07.003,Greenland,Kalaallit Nunaat,77.6192349,-42.8125967
10.1002/2016JD025055,Iberia,"Iberia, España",39.8952029,-4.498363047
10.1371/journal.pone.0211324,South America,South America,-21.0002179,-61.0006565
10.5194/hess-23-3917-2019,ET,ኢትዮጵያ,10.2116702,38.6521203
10.5194/bg-15-6713-2018,North China Plain,"华北平原, 东明县, 菏泽市, 山东省, 中国",35.1343573,115.17033
10.3390/rs71215833,Colombia,Colombia,4.099917,-72.9088133
10.1016/j.dsr.2013.10.009,Santa Clara,"Santa Clara County, California, United States",37.2333253,-121.6846349
10.1016/j.rse.2003.06.005,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.3390/rs11030328,CCDC,"Child Care Development Center, West Van Week Street, Edinburg, Hidalgo County, Texas, 78539, United States",26.30821235,-98.16949073
10.1016/j.geoderma.2015.06.025,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1002/2015GL063025,Pacific Ocean,Pacific Ocean,-0.703107,-120.9375
10.5194/os-14-205-2018,the Southern Ocean,"ocean, Παπαβασιλείου, Νάξος, Δήμος Νάξου και Μικρών Κυκλάδων, Περιφερειακή Ενότητα Νάξου, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, 84300, Ελλάς",37.1034349,25.3748431
10.1175/JHM-D-14-0213.1,United States,United States,39.7837304,-100.445882
10.1016/j.envsoft.2016.05.010,Australia,Australia,-24.7761086,134.755
10.1016/j.rse.2017.02.016,the Sacramento Valley,"Elk Grove Church of the Nazarene, Valley Oak Lane, Elk Grove, Sacramento County, California, 94624, United States",38.401855,-121.3763401
10.1016/j.rse.2020.111670,Australia,Australia,-24.7761086,134.755
10.3390/geosciences9100436,Central Valley,"Central Valley, San Joaquin County, California, 95201, United States",38,-121.4
10.1016/j.geothermics.2017.10.008,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.5194/cp-13-107-2017,Asia,Asia,51.2086975,89.2343748
10.5194/hess-23-1751-2019,Southern Africa,"Southern Africa, Centennial Drive, Oakland, Alameda County, California, 94720-1076, United States",37.87509175,-122.2375211
10.4995/raet.2017.7422,Chile,Chile,-31.7613365,-71.3187697
10.5194/bg-11-3965-2014,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1021/es5052588,Eastern United States,"Eastern, Floyd County, Kentucky, 41622, United States",37.5170432,-82.805994
10.5194/esd-7-649-2016,τE,"شهر تهران, بخش مرکزی شهرستان تهران, شهرستان تهران, استان تهران, ایران",35.6892523,51.3896004
10.1038/s41561-019-0312-z,Author(s,"Author, 171, Tartu mnt, Mõigu, Kesklinna linnaosa, Peetri alevik, Tallinn, Rae vald, Harju maakond, 10112, Eesti",59.4004129,24.8169048
10.3390/w12010081,Landsat,"Ossiacher See, Ossiach, Bezirk Feldkirchen, Kärnten, 9570, Österreich",46.67188385,13.96527783
10.1371/journal.pone.0213368,albedo,"Albedo, Koninklijke Baan, Bredene-Bad, Bredene, Oostende, West-Vlaanderen, Vlaanderen, 8450, België / Belgique / Belgien",51.25648525,2.980068358
10.3390/rs6065344,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1007/s00445-018-1242-0,Tinakula,"Tinakula, Temotu, Solomon Islands",-10.3856861,165.8062055
10.1016/j.tecto.2016.10.031,Nepal,नेपाल,28.1083929,84.0917139
